promesse_id,sentence_id,date,category,source,sentence,language
2240,1,3,Housing,Trudeau,A re-elected Liberal government will convene federal and provincial regulators to develop a national action plan to increase consumer protection and transparency in real estate transactions.,en
2240,1,3,Housing,Trudeau,Un gouvernement libéral réélu s'engage à réunir les organismes de réglementation provinciaux et fédéraux afin d'élaborer un plan d'action national visant à améliorer la protection des consommateurs et la transparence des transactions immobilières.,fr
2241,1,3,Macroeconomics,Trudeau,"A re-elected Liberal government will allowing Canadians under 40 years old to start a Registered Home Savings Plan (RHSP) of up to $40,000.",en
2241,2,3,Macroeconomics,Trudeau,Contributions to the RHSP count towards an individual’s RRSP contribution limit and will be deducted from their income.,en
2241,3,3,Macroeconomics,Trudeau,Funds can also be transferred from an individual’s RRSP.,en
2241,4,3,Macroeconomics,Trudeau,All funds in the RHSP can be withdrawn tax-free to purchase a first home and do not have to be repaid.,en
2241,5,3,Macroeconomics,Trudeau,At least 50% of the funds withdrawn from the RHSP will have to be invested for at least 4 years and no funds will be allowed for withdrawal within a year of being contributed.,en
2241,6,3,Macroeconomics,Trudeau,The RHSP will be effective July 2022.,en
2241,1,3,Macroeconomics,Trudeau,Permettre aux Canadiens âgés de moins de 40 ans d'ouvrir un Régime enregistré d'épargne-propriété (REEP) d'au plus 40 000 $.,fr
2241,2,3,Macroeconomics,Trudeau,Les cotisations versées dans ce régime sont comptabilisées au titre de la limite des cotisations au REER d'une personne et sont déduites de son revenu.,fr
2241,3,3,Macroeconomics,Trudeau,Les fonds peuvent aussi être transférés d'un REER personnel.,fr
2241,4,3,Macroeconomics,Trudeau,Tous les fonds versés dans le REEP peuvent être retirés en franchise d'impôt pour acheter une première propriété et n'ont pas à être remboursés.,fr
2241,5,3,Macroeconomics,Trudeau,"Au moins 50 % des fonds retirés du REEP devront être investis pour au moins quatre ans, et aucun fonds ne pourra être retiré dans l'année suivant celle où ils ont été versés.",fr
2241,6,3,Macroeconomics,Trudeau,Le REEP entrera en vigueur en juillet 2022.,fr
2242,1,3,Education,Trudeau,A re-elected Liberal government will provide a $100 million top-up to the Safe Return to Class Fund for ventilation improvement projects across Canada,en
2242,1,3,Education,Trudeau,"Un gouvernement libéral réélu s'engage à investir un montant supplémentaire de 100 millions de dollars dans le Fonds pour une rentrée scolaire sécuritaire, qui servira à mener des projets d'amélioration de la ventilation partout au Canada",fr
2243,1,3,Education,Trudeau,A re-elected Liberal government will permanently eliminate the federal interest on Canada Student Loans and Canada Apprentice Loans to support young Canadians who choose to invest in post-secondary education.,en
2243,2,3,Education,Trudeau,"This will benefit over 1 million student loan borrowers and save an average borrower more than $3,000 over the lifetime of their loan.",en
2243,1,3,Education,Trudeau,Un gouvernement libéral réélu s'engage à éliminer définitivement les intérêts sur les prêts d'études canadiens et les prêts canadiens aux apprentis pour soutenir les jeunes Canadiens qui choisissent d'investir dans leur éducation postsecondaire.,fr
2243,2,3,Education,Trudeau,Cela profitera à plus de 1 million d'étudiants emprunteurs et leur fera économiser plus de 3 000 $ sur la durée de leur prêt.,fr
2244,1,3,Education,Trudeau,"A re-elected Liberal government will increase the repayment assistance threshold to $50,000 for Canada Student Loan borrowers who are single.",en
2244,2,3,Education,Trudeau,"This means that new grads, working hard early in their careers, won’t have to begin repaying their loans until they earn at least $50,000 annually.",en
2244,1,3,Education,Trudeau,Un gouvernement libéral réélu s'engage à augmenter à 50 000 $ le seuil du Programme d'aide au remboursement pour les étudiants emprunteurs qui sont célibataires.,fr
2244,2,3,Education,Trudeau,Cela veut dire que les nouveaux diplômés qui travaillent avec acharnement dès le début de leur carrière ne devront commencer à rembourser leur prêt que s'ils gagnent au moins 50 000 $ par an.,fr
2245,1,3,Education,Trudeau,A re-elected Liberal government will introduce a new fund for student well-being to improve wait times and increase access to mental health care at colleges and universities.,en
2245,2,3,Education,Trudeau,"The fund will support the hiring of up to 1,200 new mental health care counsellors, including those who can support the needs of BIPOC students, at post-secondary institutions across Canada.",en
2245,3,3,Education,Trudeau,We will invest $500 million over four years and dedicate 10% annually to support Indigenous-governed and operated postsecondary institutions.,en
2245,1,3,Education,Trudeau,Un gouvernement libéral réélu s'engage à lancer un nouveau fonds pour le bien-être des étudiants visant à raccourcir les délais et à améliorer l'accès aux soins de santé mentale dans les collèges et universités.,fr
2245,2,3,Education,Trudeau,"Ce fonds appuiera l'embauche de jusqu'à 1 200 nouveaux conseillers en soins de santé mentale, dont certains seront en mesure de répondre aux besoins des étudiants autochtones et racisés, dans les établissements postsecondaires de partout au pays.",fr
2245,3,3,Education,Trudeau,Nous investirons 500 millions de dollars sur 4 ans et consacrerons 10 % annuellement au soutien des institutions postsecondaires dirigées et exploitées par les Autochtones.,fr
2246,1,3,Education,Trudeau,"A re-elected Liberal government will protect public post-secondary educational institutions, such as Laurentian University, from being subject to corporate restructuring.",en
2246,1,3,Education,Trudeau,"Un gouvernement libéral réélu s'engage à protéger les établissements d'enseignement postsecondaire publics, tels que l'Université Laurentienne, afin qu'ils ne puissent faire l'objet de restructuration.",fr
2247,1,3,Education,Trudeau,"A re-elected Liberal government will reform the Scientific Research and Experimental Development Program to reduce red tape and the need for consultants, better align eligible expenses to today’s innovation and R&D and make the program more generous for those companies who take the biggest risks, promoting productivity, new inventions, and the creation of good jobs.",en
2247,1,3,Education,Trudeau,Un gouvernement libéral réélu s'engage à réformer le Programme de la recherche scientifique et du développement expérimental pour réduire les formalités administratives et la nécessité de recourir à des consultants.,fr
2247,2,3,Education,Trudeau,"Un gouvernement libéral reconsidérera les dépenses admissibles pour qu'elles correspondent mieux aux réalités actuelles de l'innovation et de la R-D, et fera en sorte que le programme soit plus généreux pour les entreprises qui prennent les plus grands risques, afin de promouvoir la productivité, les nouvelles inventions et la création de bons emplois.",fr
2248,1,3,Education,Trudeau,"A re-elected Liberal government will add 1,000 Canada Research Chairs to help attract and retain top talent at Canadian universities and support graduate research, with a focus on improving gender and racial equity among Canadian faculty, promoting inter-disciplinary research, and reinforcing Canada’s world leading capabilities in life sciences and bio-medical research.",en
2248,1,3,Education,Trudeau,"Un gouvernement libéral réélu s'engage à ajouter 1000 chaires de recherche au Canada pour aider à attirer et retenir les meilleurs chercheurs dans les universités canadiennes et soutenir la recherche de cycle supérieur en améliorant l'équité entre les genres et l'équité raciale dans les facultés canadiennes, en favorisant la recherche interdisciplinaire et en renforçant les capacités de calibre mondial du Canada dans les sciences de la vie et dans la recherche biomédicale.",fr
2249,1,3,Education,Trudeau,"A re-elected Liberal government will establish a $75 million a year fund for colleges and universities to help commercialize leading research, including identifying and securing patent rights for research done within their institutions and connecting researchers with people and businesses to help put these innovations into action and grow our economy.",en
2249,1,3,Education,Trudeau,"Un gouvernement libéral réélu s'engage à établir un fonds de 75 millions de dollars par année, à l'intention des collèges et universités, pour les aider à commercialiser des recherches de pointe, y compris en cernant et en protégeant les droits de brevet à l'égard de recherches menées à bien sous leur égide et en rapprochant les chercheurs et les personnes ou entreprises pour aider à trouver des applications pratiques des innovations et à faire croître notre économie.",fr
2250,1,3,Education,Trudeau,The Eligible Educator School Supply Tax Credit rate will be increased from 15% to 25%.,en
2250,2,3,Education,Trudeau,"This rate will still apply to eligible teaching supplies expenses of up to $1,000 and the credit will remain refundable.",en
2250,3,3,Education,Trudeau,The definition of eligible teaching supplies will be modified to include technological devices and the criteria that the supplies must be used in school will be removed.,en
2250,4,3,Education,Trudeau,"The increase will be effective January 1, 2022.",en
2250,1,3,Education,Trudeau,Le taux du crédit d'impôt pour fournitures scolaires d'éducateur admissible passe de 15 à 25 %.,fr
2250,2,3,Education,Trudeau,"Ce taux s'applique toujours aux frais de fournitures scolaires admissibles d'un maximum de 1 000 $, et le crédit demeure remboursable.",fr
2250,3,3,Education,Trudeau,"On modifiera la définition de fournitures scolaires admissibles pour tenir compte des dispositifs technologiques, et le critère selon lequel les fournitures doivent être utilisées dans les écoles sera retiré.",fr
2250,4,3,Education,Trudeau,La hausse sera en vigueur à compter du 1er janvier 2022.,fr
2251,1,3,Environment,Trudeau,"A re-elected Liberal government will eliminate flow through shares for oil, gas, and coal projects to help promote clean growth and Canada’s transition to a net-zero economy.",en
2251,1,3,Environment,Trudeau,"Un gouvernement libéral réélu s'engage à éliminer les actions accréditives pour les projets de pétrole, de gaz et de charbon afin de contribuer à promouvoir la croissance propre et la transition du Canada vers une économie carboneutre.",fr
2252,1,3,Environment,Trudeau,We are commited to create green jobs in communities across Canada and across sectors.,en
2252,1,3,Environment,Trudeau,Nous nous engageons à créer des emplois verts dans l'ensemble des communautés canadiennes et des secteurs.,fr
2253,1,3,Environment,Trudeau,A re-elected Liberal government will deliver on all policy and fiscal measures outlined in our Strengthened Climate Plan from December 2020 by pushing new measures to achieve an ambitious 40-45% reduction in emissions by 2030 compared to 2005 levels.,en
2253,1,3,Environment,Trudeau,Un gouvernement libéral réélu s'engage à respecter toutes les mesures politiques et financières décrites dans notre plan climatique renforcé de décembre 2020 en faisant avancer les nouvelles mesures visant la réduction ambitieuse de 40 à 45 % des émissions d'ici 2030 par rapport au niveau de 2005.,fr
2254,1,3,Environment,Trudeau,"A re-elected Liberal government will implement the recently passed Net-Zero Emissions Accountability Act, and advance new measures to achieve an ambitious 40-45% reduction in emissions by 2030 compared to 2005 levels.",en
2254,1,3,Environment,Trudeau,Un gouvernement libéral réélu s'engage à mettre en œuvre la Loi canadienne sur la responsabilité en matière de carboneutralité récemment adoptée en faisant avancer les nouvelles mesures visant la réduction ambitieuse de 40 à 45 % des émissions d'ici 2030 par rapport au niveau de 2005.,fr
2255,1,3,Environment,Trudeau,"A re-elected Liberal government will continue to put a rising price on pollution, while putting more money back into the pockets of Canadians.",en
2255,1,3,Environment,Trudeau,Un gouvernement libéral réélu s'engage à continuer d'augmenter le prix sur la pollution tout en mettant plus d'argent dans les poches des Canadiens.,fr
2256,1,3,Environment,Trudeau,A re-elected Liberal government will keep protecting Canadian jobs and competitiveness through smart carbon pricing design.,en
2256,1,3,Environment,Trudeau,Un gouvernement libéral réélu s'engage à continuer à protéger les emplois et la compétitivité du Canada en établissant une tarification intelligente du carbone.,fr
2257,1,3,Environment,Trudeau,"A re-elected Liberal government will move forward, in collaboration with key trading partners, like the United States and European Union, on applying Border Carbon Adjustments to imports from countries that aren’t doing their part to reduce carbon pollution and fight climate change.",en
2257,2,3,Environment,Trudeau,"This includes considering applying Border Carbon Adjustments on imports of steel, cement, aluminum, and other emissions-intensive industries, similar to the European Union’s approach.",en
2257,1,3,Environment,Trudeau,"Un gouvernement libéral réélu s'engage à aller de l'avant, en collaboration avec nos principaux partenaires commerciaux, comme les États-Unis et l'Union européenne, pour appliquer des ajustements à la frontière pour le carbone aux importations en provenance de pays qui ne fournissent pas leur part d'efforts pour réduire la pollution par le carbone et pour lutter contre les changements climatiques.",fr
2257,2,3,Environment,Trudeau,"Cela implique d'envisager d'appliquer des ajustements à la frontière pour le carbone sur les importations d'acier, de ciment, d'aluminium et d'autres produits à forte intensité en carbone, en nous basant sur le modèle de l'approche adoptée par l'Union européenne.",fr
2258,1,3,Environment,Trudeau,"A re-elected Liberal government will make sure the oil and gas sector reduces emissions at a pace and scale needed to achieve net-zero by 2050, with 5-year targets to stay on track to achieving this shared goal.",en
2258,1,3,Environment,Trudeau,"Un gouvernement libéral réélu s'engage à veiller à ce que le secteur pétrolier et gazier réduise ses émissions au rythme et à l'échelle nécessaires pour atteindre l'objectif de la carboneutralité d'ici 2050, avec l'introduction de cibles sur 5 ans pour atteindre cet objectif.",fr
2259,1,3,Environment,Trudeau,A re-elected Liberal government will make sure that pollution from the oil and gas sector doesn’t go up from current levels.,en
2259,1,3,Environment,Trudeau,Un gouvernement libéral réélu s'engage à s'assurer que la pollution du secteur pétrolier et gazier ne dépasse pas les niveaux actuels.,fr
2260,1,3,Environment,Trudeau,A re-elected Liberal government will set 2025 and 2030 milestones based on the advice of the Net-Zero Advisory Body to ensure reduction levels are ambitious and achievable and that the oil and gas sector makes a meaningful contribution to meeting the nation’s 2030 climate goals.,en
2260,1,3,Environment,Trudeau,"Un gouvernement libéral réélu s'engage à établir des jalons pour 2025 et 2030 en se basant sur les conseils du groupe consultatif pour la carboneutralité afin de s'assurer que les niveaux de réduction sont ambitieux et réalisables, et que le secteur pétrolier et gazier contribue de façon significative à l'atteinte des objectifs climatiques de 2030 du pays.",fr
2261,1,3,Environment,Trudeau,A re-elected Liberal government will require oil and gas companies to reduce methane emissions by at least 75% below 2012 levels by 2030,en
2261,1,3,Environment,Trudeau,Un gouvernement libéral réélu s'engage à exiger des sociétés pétrolières et gazières qu'elles réduisent leurs émissions de méthane d'au moins 75 % en deçà des niveaux de 2012 d'ici 2030,fr
2262,1,3,Environment,Trudeau,A re-elected Liberal government will work to reduce methane emissions across the broader economy.,en
2262,1,3,Environment,Trudeau,Un gouvernement libéral réélu s'engage à travailler à la réduction des émissions de méthane dans l'ensemble de l'économie.,fr
2263,1,3,Environment,Trudeau,A re-elected Liberal government will seek similar commitments from other major economies at the upcoming G20 and COP26.,en
2263,1,3,Environment,Trudeau,Un gouvernement libéral réélu s'engage à chercher à obtenir un engagement semblable de réduction des émissions de méthane d'autres grandes économies au sommet du G20 et au sommet COP26.,fr
2264,1,3,Environment,Trudeau,"A re-elected Liberal government will make the National Research Council a global centre for excellence on methane detection and elimination, to address the global issues of under-reporting of methane emissions.",en
2264,1,3,Environment,Trudeau,Un gouvernement libéral réélu s'engage à faire du Conseil national de recherches un centre d'excellence mondial en matière de détection et d'élimination de méthane afin de régler les problèmes internationaux de sous-déclaration des émissions de méthane.,fr
2265,1,3,Environment,Trudeau,A re-elected Liberal government will ban thermal coal exports from and through Canada no later than 2030.,en
2265,1,3,Environment,Trudeau,"Un gouvernement libéral réélu s'engage à mettre fin aux exportations de charbon thermique du Canada et par l'intermédiaire du Canada, et ce, au plus tard en 2030.",fr
2266,1,3,Environment,Trudeau,"A re-elected Liberal government will accelerate our G20 commitment to eliminate public fossil fuel subsidies, including from Crown from 2025 to 2023.",en
2266,1,3,Environment,Trudeau,"Un gouvernement libéral réélu s'engage à devancer de 2025 à 2023 son engagement au G20 d'éliminer les subventions publiques, y compris des sociétés d'État à l'industrie des combustibles fossiles.",fr
2267,1,3,Environment,Trudeau,A re-elected Liberal government will introduce a Clean Electricity Standard that will set Canada on a path to cut more emissions by 2030 and to achieve a 100% net-zero emitting electricity system by 2035.,en
2267,1,3,Environment,Trudeau,Un gouvernement libéral réélu s'engage à mettre en place une norme d'électricité propre qui permettra au Canada de réduire ses émissions d'ici 2030 et d'obtenir un système d'électricité carboneutre d'ici 2035.,fr
2268,1,3,Environment,Trudeau,"A re-elected Liberal government will develop additional investment tax credits for a range of renewable energy and battery storage solutions, to accelerate the deployment of clean energy.",en
2268,1,3,Environment,Trudeau,Un gouvernement libéral réélu s'engage à mettre au point des crédits d'impôt supplémentaires pour une gamme de solutions d'énergie renouvelable et d'entreposage dans des batteries afin d'accélérer le déploiement d'énergie propre.,fr
2269,1,3,Environment,Trudeau,"A re-elected Liberal government will create a Pan-Canadian Grid Council to promote infrastructure investments, smart grids, grid integration, and electricity sector innovation with the goal of making Canada the most reliable, cost- effective, and carbon-free electricity producer in the world.",en
2269,1,3,Environment,Trudeau,"Un gouvernement libéral réélu s'engage à créer un conseil du réseau pancanadien dans le but de promouvoir les investissements dans les infrastructures, les réseaux intelligents, l'intégration de réseaux et l'innovation dans le secteur de l'électricité afin de faire du Canada le producteur d'électricité carboneutre le plus fiable et le plus rentable au monde.",fr
2270,1,3,Environment,Trudeau,"Through the Net Zero Accelerator, Liberals have a plan to invest $8 billion to accelerate green jobs and Canada’s industrial transformation, with an extra $1.75 billion of targeted support for the aerospace sector to accelerate the transition.",en
2270,1,3,Environment,Trudeau,"Par l'intermédiaire de l'initiative Accélérateur net zéro, les libéraux prévoient d'investir huit milliards de dollars pour accélérer la création d'emplois verts et la transformation industrielle du Canada, avec 1,75 milliard de dollars supplémentaires de soutien ciblé au secteur aérospatial pour accélérer la transition.",fr
2271,1,3,Environment,Trudeau,A re-elected Liberal government will advance green industrial strategies,en
2271,1,3,Environment,Trudeau,Un gouvernement libéral réélu s'engage à promouvoir des stratégies industrielles vertes,fr
2272,1,3,Energy,Trudeau,"A re-elected Liberal government will continue to help Canadians improve the energy efficiency of their homes and reduce their energy bills, providing grants of up to $5,000 for home retrofits and interest-free loans of up to $40,000 for deep retrofits.",en
2272,1,3,Energy,Trudeau,Un gouvernement libéral réélu s'engage à continuer d'aider les Canadiens à améliorer l'efficacité énergétique de leurs habitations et à réduire leurs factures d'électricité en octroyant des subventions pouvant aller jusqu'à 5 000 dollars pour les rénovations et en offrant des prêts sans intérêt pouvant atteindre 40 000 dollars.,fr
2273,1,3,Energy,Trudeau,"A re-elected Liberal government will launch a National Net-zero Emissions Building Strategy, which will chart a path to net-zero emissions from buildings by 2050 with ambitious milestones along the way.",en
2273,1,3,Energy,Trudeau,"Un gouvernement libéral réélu s'engage à mettre en place une stratégie nationale carboneutre des bâtiments, qui tracera la voie vers des bâtiments carboneutres d'ici 2050, avec des cibles ambitieuses en cours de route.",fr
2274,1,3,Energy,Trudeau,A re-elected Liberal government will accelerate the development of the national net-zero emissions model building code for 2025 adoption.,en
2274,1,3,Energy,Trudeau,Un gouvernement libéral réélu s'engage à accélérer l'élaboration d'un code du bâtiment national carboneutre en vue de son adoption en 2025,fr
2275,1,3,Energy,Trudeau,"A re-elected Liberal government will accelerate the transition from fossil fuel-based heating systems to electrification through incentives and standards, including investing $250 million to help low-income Canadians get off home-heating oil.",en
2275,1,3,Energy,Trudeau,"Un gouvernement libéral réélu s'engage à accélérer la transition des systèmes de chauffage à base de combustibles fossiles vers l'électrification grâce à la mise en place de normes et de mesures incitatives, notamment en investissant 250 millions de dollars pour aider les Canadiens à faible revenu à cesser de chauffer leur résidence au mazout.",fr
2276,1,3,Energy,Trudeau,A re-elected Liberal government will require EnerGuide labeling of homes at the time of sale.,en
2276,1,3,Energy,Trudeau,Un gouvernement libéral réélu s'engage à exiger l'étiquetage ÉnerGuide des maisons au moment de la vente.,fr
2277,1,3,Energy,Trudeau,"A re-elected Liberal government will create a Low-Carbon Building Materials Innovation Hub to work directly with entrepreneurs, municipalities, provinces and territories, and Indigenous governments to ensure Canadian innovations are best positioned to succeed.",en
2277,1,3,Energy,Trudeau,"Un gouvernement libéral réélu s'engage à créer un centre d'innovation pour les matériaux de construction à faible teneur en carbone afin de travailler directement avec les entrepreneurs, les municipalités, les provinces et les territoires ainsi que les gouvernements autochtones pour s'assurer que les innovations canadiennes sont les mieux positionnées pour connaître du succès.",fr
2278,1,3,Energy,Trudeau,"A re-elected Liberal government will enhance investments in the Forest Industry Transformation program, working with partners to create jobs in the forest-based economy and bring forward new innovations in sustainable, low-carbon building materials.",en
2278,1,3,Energy,Trudeau,"Un gouvernement libéral réélu s'engage à renforcer les investissements dans la transformation de l'industrie forestière, en travaillant avec des partenaires pour créer des emplois dans l'économie forestière et proposer des innovations dans les matériaux de construction durables et à faible émission de carbone.",fr
2279,1,3,Energy,Trudeau,"A re-elected Liberal government will launch a community-led net-zero homes initiative that supports projects that pursue multiple concurrent retrofits in a community or neighbourhood, to reduce overall costs.",en
2279,2,3,Energy,Trudeau,This initiative will be modeled on the Dutch Energiesprong program.,en
2279,1,3,Energy,Trudeau,Un gouvernement libéral réélu s'engage à lancer une initiative communautaire en faveur des maisons carboneutres qui soutient les projets visant à effectuer plusieurs rénovations simultanées au sein d'une communauté ou d'un quartier afin de réduire les coûts globaux.,fr
2279,2,3,Energy,Trudeau,Cette initiative s'inspirera du programme néerlandais Energiesprong.,fr
2280,1,3,Energy,Trudeau,A re-elected Liberal government will invest an additional $1.5 billion in the iZev rebate program incentives for the purchase of zero emission vehicles.,en
2280,1,3,Energy,Trudeau,"Un gouvernement libéral réélu s'engage à investir 1,5 milliard de dollars de plus dans le programme iVZE Incitatifs pour l'achat de véhicules à zéro émission",fr
2281,1,3,Energy,Trudeau,"A re-elected Liberal government will invest an additional $700 million to add 50,000 new electric vehicle chargers and hydrogen stations to Canada’s network.",en
2281,1,3,Energy,Trudeau,Un gouvernement libéral réélu s'engage à investir 700 millions de dollars supplémentaires afin d'ajouter 50 000 bornes de chargement et stations d'hydrogène au réseau du Canada.,fr
2282,1,3,Energy,Trudeau,"A re-elected Liberal government will broaden the iZev rebate program eligibility to a wider range of vehicle types, including used vehicles, to help over 500,000 Canadians get into a zero emissions vehicle.",en
2282,1,3,Energy,Trudeau,"Un gouvernement libéral réélu s'engage à élargir l'admissibilité du programme iVZE, Incitatifs pour l'achat de véhicules à zéro émission à un plus large éventail de véhicules, y compris les véhicules d'occasion, aidant ainsi 500 000 Canadiens de plus à acquérir un véhicule à zéro émission.",fr
2283,1,3,Environment,Trudeau,"A re-elected Liberal government will provide $100 million to make sure existing buildings can install charging stations, removing a barrier to adopting a clean car.",en
2283,1,3,Environment,Trudeau,"Un gouvernement libéral réélu s'engage à fournir 100 millions de dollars pour s'assurer que des bornes de chargement peuvent être installées dans les bâtiments existants, éliminant ainsi un obstacle à l'achat d'une voiture propre.",fr
2284,1,3,Environment,Trudeau,"A re-elected Liberal government will accelerate our Greening Government commitments to electrify the entire federal fleet of light duty vehicles by 2030, up from our existing target of 80% by 2030.",en
2284,1,3,Environment,Trudeau,"Un gouvernement libéral réélu s'engage à accélérer ses engagements pour un gouvernement vert concernant l'électrification de la flotte fédérale de véhicules légers d'ici 2030, une amélioration par rapport à notre objectif actuel de 80 % d'ici 2030.",fr
2285,1,3,Energy,Trudeau,"A re-elected Liberal government will require 100% of medium- and heavy-duty vehicles sales to be zero emission by 2040, where feasible.",en
2285,1,3,Energy,Trudeau,"Un gouvernement libéral réélu s'engage à exiger, dans la mesure du possible, que 100 % des ventes de véhicules de poids moyen et lourd soient des véhicules à zéro émission d'ici 2040.",fr
2286,1,3,Environment,Trudeau,A re-elected Liberal government will invest $200 million to retrofit large trucks currently on the road to cut pollution now.,en
2286,1,3,Environment,Trudeau,Un gouvernement libéral réélu s'engage à investir 200 millions de dollars pour moderniser les camions lourds actuellement sur la route afin de réduire la pollution.,fr
2287,1,3,Energy,Trudeau,"To position Canada as a world leader in the global battery economy, a re-elected Liberal government will work to attract near-term multi-billion anchor investments in key areas like minerals processing and cell manufacturing.",en
2287,1,3,Energy,Trudeau,"Dans le but de positionner le Canada comme un leader dans l'économie mondiale des batteries, un gouvernement libéral réélu s'engage à tenter d'attirer des investissements à court terme de plusieurs milliards de dollars dans des domaines clés comme le traitement des minéraux et la fabrication de piles.",fr
2288,1,3,Energy,Trudeau,"To position Canada as a world leader in the global battery economy, a re-elected Liberal government will double the Mineral Exploration Tax Credit for materials on the Canadian list of critical minerals which are essential to the manufacturing of vital clean technologies, such as batteries.",en
2288,1,3,Energy,Trudeau,"Dans le but de positionner le Canada comme un leader dans l'économie mondiale des batteries, un gouvernement libéral réélu s'engage à doubler le crédit d'impôt pour l'exploration minière pour les matériaux figurant sur la liste des minéraux critiques du Canada qui sont nécessaires à la fabrication de technologies propres vitales, comme les batteries.",fr
2289,1,3,Environment,Trudeau,"To position Canada as a world leader in the global battery economy, a re-elected Liberal government will establish Canada as a global leader in battery recycling and reuse, to improve the environmental impact and build a competitive advantage.",en
2289,1,3,Environment,Trudeau,"Dans le but de positionner le Canada comme un leader dans l'économie mondiale des batteries, un gouvernement libéral réélu s'engage à faire du Canada un leader mondial du recyclage et de la réutilisation des piles, afin de réduire son impact environnemental et de lui donner un avantage concurrentiel.",fr
2290,1,3,Environment,Trudeau,"To position Canada as a world leader in the global battery economy, a re-elected Liberal government will launch a Canada-U.S.",en
2290,2,3,Environment,Trudeau,"Battery Alliance for stakeholders in both countries to identify shared priorities and create environmental requirements that lead to an integrated, world-scale battery supply chain.",en
2290,1,3,Environment,Trudeau,"Dans le but de positionner le Canada comme un leader dans l'économie mondiale des batteries, un gouvernement libéral réélu s'engage à créer une alliance Canada–États-Unis pour les batteries afin que les parties prenantes des deux pays définissent des priorités communes et des normes environnementales qui mèneront à une chaîne d'approvisionnement en batteries intégrée d'envergure mondiale.",fr
2291,1,3,Environment,Trudeau,"To position Canada as a world leader in the global battery economy, a re-elected Liberal government will work with stakeholders to identify new strategic priorities, including future battery types, ways to optimize batteries for cold weather performance and long-duration storage, and applications in heavy- duty transportation.",en
2291,1,3,Environment,Trudeau,"Dans le but de positionner le Canada comme un leader dans l'économie mondiale des batteries, un gouvernement libéral réélu s'engage à travailler avec les parties prenantes pour définir de nouvelles priorités stratégiques, notamment en ce qui concerne les futurs types de batteries, les moyens d'optimiser les batteries pour une utilisation par temps froid et l'entreposage de longue durée, ainsi que les applications dans les véhicules utilitaires lourds.",fr
2292,1,3,Environment,Trudeau,"To position Canada as a world leader in the global battery economy, a re-elected Liberal government will address gaps in training and upskilling to ensure that all Canadians workers can take advantage of battery industry opportunities.",en
2292,1,3,Environment,Trudeau,"Dans le but de positionner le Canada comme un leader dans l'économie mondiale des batteries, un gouvernement libéral réélu s'engage à combler les lacunes en matière de formation et de perfectionnement afin que tous les travailleurs canadiens puissent profiter des débouchés offerts par l'industrie des batteries",fr
2293,1,3,Environment,Trudeau,"To position Canada as a world leader in the global battery economy, a re-elected Liberal government will use all tools, including the Investment Canada Act, to ensure the protection and development of our critical minerals from both an economic and national security perspective.",en
2293,1,3,Environment,Trudeau,"Dans le but de positionner le Canada comme un leader dans l'économie mondiale des batteries, un gouvernement libéral réélu s'engage à utiliser tous les outils, y compris la Loi sur Investissement Canada, pour assurer la protection et la mise en valeur de nos minéraux critiques, tant du point de vue de l'économie que de la sécurité nationale.",fr
2294,1,3,Environment,Trudeau,"A re-elected Liberal government will establish a $2 billion Futures Fund for Alberta, Saskatchewan, Newfoundland and Labrador to support regional economic diversification that will be designed in collaboration with local workers, unions, educational institutions, environmental groups, investors, and Indigenous peoples who know their communities best.",en
2294,1,3,Environment,Trudeau,"Un gouvernement libéral réélu s'engage à créer un fonds de l'avenir de deux milliards de dollars visant à favoriser la diversification économique locale et régionale en Alberta, en Saskatchewan et à Terre-Neuve-et-Labrador, lequel sera conçu en collaboration avec des travailleurs locaux, des syndicats, des établissements d'enseignement, des groupes environnementaux, des investisseurs et les peuples autochtones qui connaissent le mieux leurs communautés.",fr
2295,1,3,Environment,Trudeau,"A re-elected Liberal government will move forward with Just Transition Legislation, guided by the feedback we receive from workers, unions, Indigenous peoples, communities, and provinces and territories.",en
2295,1,3,Environment,Trudeau,"Un gouvernement libéral réélu s'engage à aller de l'avant avec la législation Transition équitable en nous inspirant des commentaires reçus de travailleurs, de syndicats, de peuples autochtones, de communautés, de provinces et de territoires.",fr
2296,1,3,Energy,Trudeau,"A re-elected Liberal government will create more opportunities for women, LGBTQ2 and other underrepresented people in the energy sector.",en
2296,2,3,Energy,Trudeau,"Because when we include everyone, we get the best.",en
2296,1,3,Energy,Trudeau,"Un gouvernement libéral réélu s'engage à créer plus d'occasions pour les femmes, les membres de la communauté LGBTQ2 et d'autres personnes sous-représentées dans le secteur de l'énergie, car lorsque nous incluons tout le monde, nous obtenons ce qu'il y a de mieux.",fr
2297,1,3,Environment,Trudeau,"A re-elected Liberal government will: Launch a Clean Jobs Training Centre to help industrial, skill, and trade workers across sectors to upgrade or gain new skills to be on the leading edge of the zero carbon industry.",en
2297,1,3,Environment,Trudeau,"Un gouvernement libéral réélu s'engage à lancer un centre de formation pour les emplois propres afin d'aider les travailleurs des industries, les travailleurs qualifiés et les travailleurs spécialisés de tous les secteurs à mettre à niveau leurs compétences ou à en acquérir de nouvelles pour être à la fine pointe de l'industrie du carbone à zéro émission.",fr
2298,1,3,Environment,Trudeau,"To expand this work beyond the federal government, a re-elected Liberal government will: Introduce a new Buy Clean Strategy to support and prioritize the use of made-in-Canada low-carbon products in public and private infrastructure projects.",en
